{0000}	                     INN[6]
{2786}	BOOSTER: I wouldn't go and lose[1] my Mario doll, you idiots![3] Argh!![2] Number two, YOU look, too![0]
{2787}	BOOSTER: We can't give up![1] It's gotta be here somewhere.[3] Number 3![1] It's your turn![0]
{2788}	SNIFITS 1 & 2: [1]          Nope, it isn't here.[0]
{2789}	BOOSTER: Wait a minute![0]
{2790}	BOOSTER: [1] This is better than a party![2] Look out, 'cause here I come![0]
{2791}	BOOSTER: Wait [5]a [5]second![2] It's right up there.[1] I found the Mario doll![0]
{2792}	BOOSTER: But we'll NEVER be[1] able to reach it up there.[2] Oh! The sorrow![0]
{2793}	 What AM I gonna do...?[0]
{2794}	 I'm about to lose it...sniffle...[0]
{2795}	BOOSTER: Goodness![2] You're so kind![1] Thank you for getting my doll.[0]
{2796}	 I'd like to reward you.[2] Here, take this.[0]
{2797}	           Got an “Amulet”[0]
{2798}	BOOSTER: May happiness follow[1] you, wherever you go.[0]
{2799}	 All right! Enough is enough...[2] Cancel the rehearsal, we're going[1] on with the show![0]
{2800}	BOOSTER: Here's the password![3][1]               [12][12][12][28][3][1][0]
{2801}	         Need the key to get in[0]
{2802}	          Got the “Room Key”[0]
{2803}	BOOSTER: G'na!!![2]               It's Mario![3] That's impossible![1] He made it past all my traps...[2] But we're gonna trip him up![0]
{2804}	BOOSTER: I'd love to stay and[1] chat, but I've a schedule to keep.[2] Move aside so I can open that[1] door.[0]
{2805}	BOWSER:[1] Booster has such a nice place...[1] I miss my fortress...[3] I miss the good old days...[2] Toadstool screaming in terror,[1] Mario rushing in to save her...[0]
{2806}	BOWSER:[1] Booster has such a nice place...[1] I miss my fortress...[3] I miss the good old days...[2] Toadstool screaming in terror,[1] Mario rushing in to save her...[0]
{2807}	 Oh geez, it's Mario![3] Oops[43][5] Okay, okay[43][5] Calm down![5][1] Don't let him see you like this![3] [1] [12][12]    “Hey, how have you been?”[3] NO! Not like that, dummy![5][1] Wrong tone![1] It needs more...confidence![0]
{2808}	BOWSER: ...[2] That voice! It's Toadstool![3] I thought she got away, but[1] she's been stuck HERE...[1] Mwa, ha, ha![3] Well...[2] I guess I'll be returning to my[1] castle now.[0]
{2809}	 YOU!![1] What're YOU doing HERE?![3] If...[5] Toadstool were at my[1] castle waiting to be rescued...[2] She'd be crying like a baby![0]
{2810}	[1]        Outta my way, shortie![0]
{2811}	               It's locked[0]
{2812}	BOWSER: What!?[1] You're STILL here?[3] That look on your face...[2] Mwa, ha, ha![1] I get it now![0]
{2813}	BOWSER: Yeah...[1] I'm a piece of work, ain't I?![3] All this power, AND looks too![1] I know, I know! You're thinking,[3] “A big strong guy like him would[1] be great to have along!” right?[2] I'm gonna do something I may[1] regret later...![0]
{2814}	 I'll let you join the “Koopa Troop”.[1] You can thank me later...[0]
{2815}	     Mario and his friends have[1]     joined the “Koopa Troop”![2]     (Or so they're pretending)[3] [1]      “Bowser” joins the group[0]
{2816}	BOWSER: You can turn around now.[0]
{2817}	BOWSER: She says she's been[1] locked up ever since she took a[1] bite out of Booster. So now...[3] She wants to help us stir up a[1] little trouble![1] Mwa, ha, ha!![0]
{2818}	BOOSTER: Hey everybody![2] Did you see someone behind the[1] curtains, or was it just me?[3] How creepy![1] It's a pain, but I think we should[1] check one more time.[0]
{2819}	BOOSTER: Well?[2] I really think someone's behind[1] those curtains![3] I think one more peek is necessary.[0]
{2820}	          Got the Room Key[0]
{2821}	      Take a look at Booster's[1]   family portraits in order from[1]     the oldest to the youngest.[0]
{2822}	  Remember to respect your elders.[0]
{2823}	TOADSTOOL: Oh?[0]
{2824}	 Did I just hear some voices?[3] It couldn't be...![0]
{2825}	 I can't believe it![2] It's...Mario![0]
{2826}	[1]             [12][12] Mario~!!![3][1]            [12][12] I'm up here![0]
{2827}	TOADSTOOL: Mario![2] You DID come to rescue me.[1] I was so frightened and lonely.[3] [12][12]But now that you're here...[0]
{2828}	TOADSTOOL: The door won't open?[3] I think we need Booster's spell[1] to undo the lock on it.[1] Oh, what should we do?[0]
{2829}	BOOSTER:[2] Ah~[5] HA[5][12]~[12]~[12]~[12]~[12]~[12]~[12]~[12]![12][0]
{2830}	ELDER: Found the pirate ship?[2] Don't give up now, the star is[1] almost in your hands.[0]
{2831}	ELDER: Found the pirate ship?[2] Don't give up now, the star is[1] almost in your hands.[0]
{2832}	 This is...the inn.[1] You may stay...for free.[2]  [7] (Thanks)[1]  [7] (I'll pass)[0]
{2833}	 Okay...[0]
{2834}	 They keep...spinning and spinning.[0]
{2835}	 Don't...tell me.[1] You want...supplies.[1] I know.[0]
{2836}	 Thank you...very much.[0]
{2837}	 If you...want to enter the ocean,[1] jump into...the whirlpools.[0]
{2838}	 You will find the village elder...[1] in his house. He is...the most[1] respected person here.[0]
{2839}	 You're...collecting stars, right?[1] Only...three more to go.[0]
{2840}	ELDER: Finally![2] It took you long enough![3] I am the ELDER of this village.[3] I got to my exalted station in life[1] by...pleasing my superiors,[1] which is something I do well.[3] A star has fallen into the ocean.[1] I need it for...a certain purpose.[2] You...must find it for me.[0]
{2841}	 In the middle...of the ocean is a[1] pirate...ship.[2] You'll find a...I mean, there's a...[0]
{2842}	 ...A pirate lives there![1] His name is...“Jonathan Jones”...[1] ...[5]He isn't...very nice...[0]
{2843}	 A star...has fallen into the sea.[2] The pirate...probably...[0]
{2844}	 I mean that...man...[1] ...Uh...“Jonathan Jones”...[1] probably...has it.[5] He's nasty.[0]
{2845}	 I'm...just a...customer.[0]
{2846}	ELDER: You'll find the star in[1] “Jonathan Jones'” territory.[1] Don't worry, you can beat him.[3] (At least I THINK you can.)[1] Hurry and bring back the star![0]
{2847}	 You...may not enter here.[1] This is...a restricted area.[0]
{2848}	 There is nothing of interest here.[1] Don't...bother looking inside.[0]
{2849}	                   Hey![2]          Someone's in there.[0]
{2850}	ELDER: Eee hee hee![2] You found the star![1] Well done![3] But your journey ends here.[1] You are so gullible![1] Don't you know who I am?[3] I'm “Yaridovich”, a member of[1] Smithy's gang.[2] Shocked?[3] It's no wonder![1] My impersonation of an ordinary[1] person was flawless.[0]
{2851}	YARIDOVICH: Your search for the[1] stars has worried Smithy.[3] So if I take that star back to him,[1] I'll earn brownie points.[1] THIS is the way to get ahead![0]
{2852}	 It's futile to try and fight me.[1] Just hand it over, nice and easy.[2]  [7] (Okay)[1]  [7] (Get serious!)[0]
{2853}	 So that's how you want to play it?[2] What do you think will happen[1] to the real inhabitants of[1] Seaside Town?[0]
{2854}	REAL ELDER: [1] What are you doing?[2] No! Don't do that![3][1]           [12]No please stop![3][1][12][12][12][12]            [43][12]ACK![12][43][12][43][12][43][0]
{2855}	YARIDOVICH: Now isn't it a shame[1] for an innocent old man to be[1] tickled...like this?[0]
{2856}	REAL ELDER: [1] No you wouldn't![2] The two of you are going to???[3] [12][12]Nooo![1] Please not there![3][1][12][12][12][12]        [43][12][43][12]Aiee[12][43][12][43][12][43][12]ee[43][12][43][12][43][12][0]
{2857}	REAL ELDER: [1] Harumph![2] You can't treat me this way![3] [12][12][12][12][12][12]Ayaaaaaaaaaaaaaaaiiiiiieeeeeeeeee[1] aaaaaaaaaaaaaaaiyaaaaaaaaaaaaa[1] aaaaaaaaaaaaaaa[12]e[12]e[12][12]e[12][12]e[12][12][43][12][12][43][3] [1]        [12][12]I can't bear[12] this[12]![12][43][12][12][12][43][0]
{2858}	REAL ELDER:[1] [12][43][12][43][12][43][12][43][12][43][12][43][0]
{2859}	YARIDOVICH: Eee hee hee![2] And to think I got the star without[1] even soiling my hands![3] I'm such a genius, it scares me[1] sometimes.[3] No wonder I'm so important![3] All right everyone, listen up.[1] We're returning to the castle![2] Our ride should be here about now.[0]
{2860}	YARIDOVICH: Blade's late.[2] What's taking him so long?[3] We need to get out of here.[0]
{2861}	YARIDOVICH: This is JUST great![2] Mario caught up with us.[3] Only one thing we can do now.[1] Although we may rust a little,[1] we'll have to swim for it.[0]
{2862}	JOHNNY: Not so fast there![2] That star's a gift to me mate,[1] Mario.[3] You spineless dogs have no[1] code of honor![3] We'll make you walk the plank![0]
{2863}	YARIDOVICH: Eee hee...![2] I guess we'll have to take our[1] disguises off now...[3] [1]          GROUP formation![0]
{2864}	 Johnny, maybe we should leave[1] Mario the pleasure of wrapping[1] things up here.[0]
{2865}	          Got the “Shed Key”[0]
{2866}	               It's locked[0]
{2867}	               It's locked[0]
{2868}	 Welcome to “Beetles Are Us”![3] We run a beetle business here.[3] Want an explanation?[1]  [7] (Yes)[1]  [7] (No)[0]
{2869}	 Ok, I'll explain the system.[3] First you need to purchase a[1] “Beetle Box”, which will cost you[1] 50 coins.[3] Then go to Booster Hill, where[1] there are many beetles.[3] If you bring back the Beetle Box[1] filled with beetles, you can trade[1] them in for coins, etc.[3] Check the menu list for more[1] information.[0]
{2870}	 Please come again.[0]
{2871}	 Welcome to “Beetles Are Us”![0]
{2872}	 If this is your first time, you need[1] to pay an initiation fee.[3] The fee is 100 coins.[1] Together with the 50 coins for[1] the Beetle Box, that's 150 coins.[3] Is it a deal?[1]  [7] (Ouch! Well, okay...)[1]  [7] (No, I'll pass)[0]
{2873}	 Come back with more CASH![0]
{2874}	 Thank you.[3] I need to see some ID please.[0]
{2875}	 Everything looks fine.[3] Here's your Beetle Box.[1] Good luck, and happy hunting![0]
{2876}	 You haven't even caught one?[1] Come on! Get serious![0]
{2877}	 A Beetle Box costs 50 coins.[2]  [7] (Okay)[1]  [7] (No thanks)[0]
{2878}	 Well then good luck to you![0]
{2879}	 Good job![2] You made [28][0] coin(s).[0]
{2880}	 Oh wow![2] You've got a Golden Beetle, too![1] Here's one Frog Coin.[0]
{2881}	 Good doing business with you.[0]
{2882}	 Good doing business with you.[0]
{2883}	 Phew, thanks so much![2] I've had enough of cramped,[1] dirty old places like this.[0]
{2884}	 Hey fella![2] You got us out of a bind![1] Peace brother![0]
{2885}	 It was mighty unpleasant in here.[2] Thanks for helpin' us out.[0]
{2886}	 Thank you![2] Yeah, thanks a lot![3] Be sure to stop by.[2] Yeah, stop on by.[0]
{2887}	 Thank you for freeing us.[3] I've got to get back to work now,[1] but stop by the inn![2] See ya there![0]
{2888}	ELDER: Ah, Mario.[3] Thank you for saving our little[1] town of Seaside.[0]
{2889}	 You exposed the fake townspeople,[1] and gave up your star to save us![3] Please take this with our thanks.[0]
{2890}	 They did torture me a little,[1] but it's nothing to worry about.[3] Here, this is for you.[0]
{2891}	 Although they tortured me, I'm[1] sure it was nothing compared to[1] your trials, Mario.[3] I'd hate to have to go through[1] that tickle torture again, though![3] I've gotta leave now, so please[1] take this.[0]
{2892}	 Being the most important person[1] in the village, it was inevitable[1] that I would be tortured.[3] Are you immune to tickle tortures,[1] Mario?[3] Oh yes...this is for you.[1] Please take it.[0]
{2893}	      Received a “Flower Box”![0]
{2894}	      Received a “Flower Box”![0]
{2895}	      Received a “Flower Jar”![0]
{2896}	      Received a “Flower Tab”![0]
{2897}	            Received 1 coin![0]
{2898}	       “Beetle Bug Price List”[1]          Male [43][43][43] 50 coins[1]           Female [43][43]  1 coin[2]  “Golden Beetle” [43][43]  1 Frog Coin[0]
{2899}	 Hi, Mario![3] We've got a lot of health foods[1] at our store.[1] You gotta treat your body right![0]
{2900}	 Hi, Mario![3] We've got a lot of health foods[1] at our store.[1] You gotta treat your body right![0]
{2901}	 Welcome to our store.[1] We encourage healthy lifestyles.[0]
{2902}	 Hey there![1] Remember me from the mines?[2] I found some neat stuff and I'm[1] opening up a “Miner's Store”.[3] Come and take a look at what[1] I've got to sell.[0]
{2903}	 Oh hello there![2] You were so brave to rescue us,[1] and I'm so thankful...[3] But listen...maybe it's time you[1] thought a little more about[1] what you...wear...[3] Accessorizing is big business[1] these days![1] See anything you like here?[0]
{2904}	 Let's see if we can't make you[1] look a little more snazzy.[1] That blue-collar look is SO dated! [0]
{2905}	 Good to see you again.[2] I'll show you my inventory.[0]
{2906}	 Please come in and browse.[1] I'm running an armor shop![0]
{2907}	 Welcome to my weapons shop.[0]
{2908}	 Item #2: A “Mystery Egg”.[1] I have no idea what it does![1] It sort of grows on ya, huh?[2] It's yours for 200 coins.[1]  [7] (Okay)[1]  [7] (No thanks)[0]
{2909}	 That's all I've got for now.[0]
{2910}	 You need more coins![2] I gotta eat, you know![0]
{2911}	 Item #1: A “Lucky Jewel”![1] It's sure to bring you plenty of[1] good luck.[2] I'll sell it to you for 100 coins.[1]  [7] (It's a deal)[1]  [7] (I'll pass)[0]
{2912}	 Nice doing business with you.[1] Here you go![0]
{2913}	 Oops, I didn't realize I was out[1] of inventory.[3] Check back with me occasionally.[1] You may find something you like![0]
{2914}	 Item #3: A “Metal Plate”.[2] Don't know what it's used for,[1] but I'll sell it for 300 coins.[1]  [7] (I'll take it)[1]  [7] (No thanks)[0]
{2915}	 Mario, how nice of you to stop by.[3] It's quite a trek from your place,[1] isn't it?[3] Out here, there aren't many people[1] passing through, so it gets awful[1] lonely sometimes...[0]
{2916}	 Please rest up before you go.[1] It'll only cost you 15 coins.[2]  [7] (Okay)[1]  [7] (No)[0]
{2917}	 Okay, some other time then.[1] Have a safe trip.[0]
{2918}	 You don't have enough coins?[3] That's ok, just pay me whatever[1] you can.[1] I know you need to rest.[0]
{2919}	 Hello there.[2] You're Mario, right?[3] Do you remember me?[1] We met at Tadpole Pond, when I[1] was still a tadpole.[3] I've graduated from Frogfucius'[1] school, and now I'm searching for[1] the meaning of life.[0]
{2920}	 It's been so quiet around here,[1] it's almost eerie...[1] Is something going on?[3] [12][12][12]It probably doesn't concern me.[1] But if you have any Frog Coins,[1] I've got some neat items to sell.[0]
{2921}	 Good to see you again.[1] Did you have a chance to[1] accumulate many Frog Coins?[0]
{2922}	 It was really quiet around here[1] until a little while ago.[1] What happened?[3] [12][12][12]That reminds me, do you have[1] any Frog Coins?[1] I've got some special items to sell.[0]
